2025-07-28 08:32:29,748 - orchestrator - INFO - register_robot_service:124 - Registered robot service: meca
2025-07-28 08:32:29,750 - orchestrator - INFO - register_robot_service:124 - Registered robot service: ot2
2025-07-28 08:32:29,752 - orchestrator - INFO - register_protocol_service:129 - Registered protocol execution service
2025-07-28 08:32:34,807 - orchestrator - INFO - start:141 - RobotOrchestrator service started
2025-07-28 08:32:34,809 - command_service - INFO - _on_start:134 - Starting Robot command service...
2025-07-28 15:53:43,225 - command_service - INFO - stop:160 - RobotCommandService service stopped
2025-07-28 15:53:43,253 - orchestrator - INFO - _stop_health_monitoring:197 - Stopped health monitoring for RobotOrchestrator
2025-07-28 15:53:43,274 - orchestrator - INFO - stop:160 - RobotOrchestrator service stopped
2025-07-28 15:53:45,704 - orchestrator - INFO - register_robot_service:124 - Registered robot service: meca
2025-07-28 15:53:45,706 - orchestrator - INFO - register_robot_service:124 - Registered robot service: ot2
2025-07-28 15:53:45,707 - orchestrator - INFO - register_protocol_service:129 - Registered protocol execution service
2025-07-28 15:53:49,549 - orchestrator - INFO - start:141 - RobotOrchestrator service started
2025-07-28 15:53:49,552 - command_service - INFO - _on_start:134 - Starting Robot command service...
2025-07-28 15:53:49,554 - command_service - INFO - _on_start:139 - Orchestrator available with registered services: {'meca': 'MecaService', 'ot2': 'OT2Service'}
2025-07-28 15:53:49,556 - command_service - INFO - _on_start:144 - Available command processors: ['meca', 'ot2', 'arduino', 'carousel']
2025-07-28 15:53:49,558 - command_service - INFO - _on_start:148 - Robot command service started with command queue processor
2025-07-28 15:53:49,561 - command_service - INFO - start:141 - RobotCommandService service started
2025-07-28 15:53:49,604 - command_service - INFO - _process_command_queue:402 - Command queue processor started
2025-07-28 15:54:09,093 - orchestrator - INFO - register_robot_service:124 - Registered robot service: meca
2025-07-28 15:54:09,095 - orchestrator - INFO - register_robot_service:124 - Registered robot service: ot2
2025-07-28 15:54:09,096 - orchestrator - INFO - register_protocol_service:129 - Registered protocol execution service
2025-07-28 15:54:12,960 - orchestrator - INFO - start:141 - RobotOrchestrator service started
2025-07-28 15:54:12,962 - command_service - INFO - _on_start:134 - Starting Robot command service...
2025-07-28 15:54:12,964 - command_service - INFO - _on_start:139 - Orchestrator available with registered services: {'meca': 'MecaService', 'ot2': 'OT2Service'}
2025-07-28 15:54:12,967 - command_service - INFO - _on_start:144 - Available command processors: ['meca', 'ot2', 'arduino', 'carousel']
2025-07-28 15:54:12,969 - command_service - INFO - _on_start:148 - Robot command service started with command queue processor
2025-07-28 15:54:12,971 - command_service - INFO - start:141 - RobotCommandService service started
2025-07-28 15:54:13,017 - command_service - INFO - _process_command_queue:402 - Command queue processor started
2025-07-28 15:58:35,734 - command_service - INFO - _stop_health_monitoring:197 - Stopped health monitoring for RobotCommandService
2025-07-28 15:58:35,749 - command_service - INFO - _process_command_queue:423 - Command queue processor cancelled
2025-07-28 15:58:35,760 - command_service - INFO - _on_stop:167 - Robot command service stopped
2025-07-28 15:58:35,763 - command_service - INFO - stop:160 - RobotCommandService service stopped
2025-07-28 15:58:51,624 - orchestrator - INFO - register_robot_service:124 - Registered robot service: meca
2025-07-28 15:58:51,630 - orchestrator - INFO - register_robot_service:124 - Registered robot service: ot2
2025-07-28 15:58:51,633 - orchestrator - INFO - register_protocol_service:129 - Registered protocol execution service
2025-07-28 15:58:55,598 - orchestrator - INFO - start:141 - RobotOrchestrator service started
2025-07-28 15:58:55,600 - command_service - INFO - _on_start:134 - Starting Robot command service...
2025-07-28 15:58:55,601 - command_service - INFO - _on_start:139 - Orchestrator available with registered services: {'meca': 'MecaService', 'ot2': 'OT2Service'}
2025-07-28 15:58:55,603 - command_service - INFO - _on_start:144 - Available command processors: ['meca', 'ot2', 'arduino', 'carousel']
2025-07-28 15:58:55,605 - command_service - INFO - _on_start:148 - Robot command service started with command queue processor
2025-07-28 15:58:55,607 - command_service - INFO - start:141 - RobotCommandService service started
2025-07-28 15:58:55,653 - command_service - INFO - _process_command_queue:402 - Command queue processor started
2025-07-28 16:03:05,135 - command_service - INFO - _stop_health_monitoring:197 - Stopped health monitoring for RobotCommandService
2025-07-28 16:03:05,137 - command_service - INFO - _process_command_queue:423 - Command queue processor cancelled
2025-07-28 16:03:05,138 - command_service - INFO - _on_stop:167 - Robot command service stopped
2025-07-28 16:03:05,139 - command_service - INFO - stop:160 - RobotCommandService service stopped
2025-07-28 16:03:35,163 - orchestrator - INFO - _stop_health_monitoring:197 - Stopped health monitoring for RobotOrchestrator
2025-07-28 16:03:35,184 - orchestrator - INFO - stop:160 - RobotOrchestrator service stopped
2025-07-28 16:03:38,175 - orchestrator - INFO - register_robot_service:124 - Registered robot service: meca
2025-07-28 16:03:38,177 - orchestrator - INFO - register_robot_service:124 - Registered robot service: ot2
2025-07-28 16:03:38,178 - orchestrator - INFO - register_protocol_service:129 - Registered protocol execution service
2025-07-28 16:03:41,999 - orchestrator - INFO - start:141 - RobotOrchestrator service started
2025-07-28 16:03:42,000 - command_service - INFO - _on_start:134 - Starting Robot command service...
2025-07-28 16:03:42,001 - command_service - INFO - _on_start:139 - Orchestrator available with registered services: {'meca': 'MecaService', 'ot2': 'OT2Service'}
2025-07-28 16:03:42,002 - command_service - INFO - _on_start:144 - Available command processors: ['meca', 'ot2', 'arduino', 'carousel']
2025-07-28 16:03:42,004 - command_service - INFO - _on_start:148 - Robot command service started with command queue processor
2025-07-28 16:03:42,005 - command_service - INFO - start:141 - RobotCommandService service started
2025-07-28 16:03:42,043 - command_service - INFO - _process_command_queue:402 - Command queue processor started
2025-07-28 16:13:55,013 - command_service - INFO - _stop_health_monitoring:197 - Stopped health monitoring for RobotCommandService
2025-07-28 16:13:55,016 - command_service - INFO - _process_command_queue:423 - Command queue processor cancelled
2025-07-28 16:13:55,019 - command_service - INFO - _on_stop:167 - Robot command service stopped
2025-07-28 16:13:55,021 - command_service - INFO - stop:160 - RobotCommandService service stopped
2025-07-28 16:14:25,063 - orchestrator - INFO - _stop_health_monitoring:197 - Stopped health monitoring for RobotOrchestrator
2025-07-28 16:14:25,108 - orchestrator - INFO - stop:160 - RobotOrchestrator service stopped
2025-07-28 16:14:32,680 - orchestrator - INFO - register_robot_service:124 - Registered robot service: meca
2025-07-28 16:14:32,683 - orchestrator - INFO - register_robot_service:124 - Registered robot service: ot2
2025-07-28 16:14:32,688 - orchestrator - INFO - register_protocol_service:129 - Registered protocol execution service
2025-07-28 16:14:36,648 - orchestrator - INFO - start:141 - RobotOrchestrator service started
2025-07-28 16:14:36,652 - command_service - INFO - _on_start:134 - Starting Robot command service...
2025-07-28 16:14:36,657 - command_service - INFO - _on_start:139 - Orchestrator available with registered services: {'meca': 'MecaService', 'ot2': 'OT2Service'}
2025-07-28 16:14:36,660 - command_service - INFO - _on_start:144 - Available command processors: ['meca', 'ot2', 'arduino', 'carousel']
2025-07-28 16:14:36,667 - command_service - INFO - _on_start:148 - Robot command service started with command queue processor
2025-07-28 16:14:36,671 - command_service - INFO - start:141 - RobotCommandService service started
2025-07-28 16:14:36,718 - command_service - INFO - _process_command_queue:402 - Command queue processor started
2025-07-28 16:15:31,920 - command_service - INFO - _stop_health_monitoring:197 - Stopped health monitoring for RobotCommandService
2025-07-28 16:15:31,921 - command_service - INFO - _process_command_queue:423 - Command queue processor cancelled
2025-07-28 16:15:31,922 - command_service - INFO - _on_stop:167 - Robot command service stopped
2025-07-28 16:15:31,924 - command_service - INFO - stop:160 - RobotCommandService service stopped
2025-07-28 16:16:01,961 - orchestrator - INFO - _stop_health_monitoring:197 - Stopped health monitoring for RobotOrchestrator
2025-07-28 16:16:01,993 - orchestrator - INFO - stop:160 - RobotOrchestrator service stopped
2025-07-28 16:16:10,402 - orchestrator - INFO - register_robot_service:124 - Registered robot service: meca
2025-07-28 16:16:10,405 - orchestrator - INFO - register_robot_service:124 - Registered robot service: ot2
2025-07-28 16:16:10,407 - orchestrator - INFO - register_protocol_service:129 - Registered protocol execution service
2025-07-28 16:16:14,285 - orchestrator - INFO - start:141 - RobotOrchestrator service started
2025-07-28 16:16:14,288 - command_service - INFO - _on_start:134 - Starting Robot command service...
2025-07-28 16:16:14,290 - command_service - INFO - _on_start:139 - Orchestrator available with registered services: {'meca': 'MecaService', 'ot2': 'OT2Service'}
2025-07-28 16:16:14,293 - command_service - INFO - _on_start:144 - Available command processors: ['meca', 'ot2', 'arduino', 'carousel']
2025-07-28 16:16:14,299 - command_service - INFO - _on_start:148 - Robot command service started with command queue processor
2025-07-28 16:16:14,305 - command_service - INFO - start:141 - RobotCommandService service started
2025-07-28 16:16:14,364 - command_service - INFO - _process_command_queue:402 - Command queue processor started
2025-07-28 16:22:58,031 - orchestrator - INFO - register_robot_service:124 - Registered robot service: meca
2025-07-28 16:22:58,033 - orchestrator - INFO - register_robot_service:124 - Registered robot service: ot2
2025-07-28 16:22:58,036 - orchestrator - INFO - register_protocol_service:129 - Registered protocol execution service
2025-07-28 16:23:01,885 - orchestrator - INFO - start:141 - RobotOrchestrator service started
2025-07-28 16:23:01,887 - command_service - INFO - _on_start:134 - Starting Robot command service...
2025-07-28 16:23:01,888 - command_service - INFO - _on_start:139 - Orchestrator available with registered services: {'meca': 'MecaService', 'ot2': 'OT2Service'}
2025-07-28 16:23:01,890 - command_service - INFO - _on_start:144 - Available command processors: ['meca', 'ot2', 'arduino', 'carousel']
2025-07-28 16:23:01,891 - command_service - INFO - _on_start:148 - Robot command service started with command queue processor
2025-07-28 16:23:01,892 - command_service - INFO - start:141 - RobotCommandService service started
2025-07-28 16:23:01,927 - command_service - INFO - _process_command_queue:402 - Command queue processor started
2025-07-28 16:27:27,133 - command_service - INFO - _stop_health_monitoring:197 - Stopped health monitoring for RobotCommandService
2025-07-28 16:27:27,136 - command_service - INFO - _process_command_queue:423 - Command queue processor cancelled
2025-07-28 16:27:27,138 - command_service - INFO - _on_stop:167 - Robot command service stopped
2025-07-28 16:27:27,140 - command_service - INFO - stop:160 - RobotCommandService service stopped
2025-07-28 16:27:57,184 - orchestrator - INFO - _stop_health_monitoring:197 - Stopped health monitoring for RobotOrchestrator
2025-07-28 16:27:57,228 - orchestrator - INFO - stop:160 - RobotOrchestrator service stopped
2025-07-28 16:28:00,164 - orchestrator - INFO - register_robot_service:124 - Registered robot service: meca
2025-07-28 16:28:00,165 - orchestrator - INFO - register_robot_service:124 - Registered robot service: ot2
2025-07-28 16:28:00,166 - orchestrator - INFO - register_protocol_service:129 - Registered protocol execution service
2025-07-28 16:28:04,031 - orchestrator - INFO - start:141 - RobotOrchestrator service started
2025-07-28 16:28:04,033 - command_service - INFO - _on_start:134 - Starting Robot command service...
2025-07-28 16:28:04,036 - command_service - INFO - _on_start:139 - Orchestrator available with registered services: {'meca': 'MecaService', 'ot2': 'OT2Service'}
2025-07-28 16:28:04,038 - command_service - INFO - _on_start:144 - Available command processors: ['meca', 'ot2', 'arduino', 'carousel']
2025-07-28 16:28:04,040 - command_service - INFO - _on_start:148 - Robot command service started with command queue processor
2025-07-28 16:28:04,042 - command_service - INFO - start:141 - RobotCommandService service started
2025-07-28 16:28:04,082 - command_service - INFO - _process_command_queue:402 - Command queue processor started
2025-07-28 16:28:44,230 - command_service - INFO - _stop_health_monitoring:197 - Stopped health monitoring for RobotCommandService
2025-07-28 16:28:44,271 - command_service - INFO - _process_command_queue:423 - Command queue processor cancelled
2025-07-28 16:28:44,272 - command_service - INFO - _on_stop:167 - Robot command service stopped
2025-07-28 16:28:44,273 - command_service - INFO - stop:160 - RobotCommandService service stopped
2025-07-28 16:28:54,266 - orchestrator - INFO - _stop_health_monitoring:197 - Stopped health monitoring for RobotOrchestrator
2025-07-28 16:28:54,333 - orchestrator - INFO - stop:160 - RobotOrchestrator service stopped
2025-07-28 16:29:01,339 - orchestrator - INFO - register_robot_service:124 - Registered robot service: meca
2025-07-28 16:29:01,340 - orchestrator - INFO - register_robot_service:124 - Registered robot service: ot2
2025-07-28 16:29:01,341 - orchestrator - INFO - register_protocol_service:129 - Registered protocol execution service
2025-07-28 16:29:05,297 - orchestrator - INFO - start:141 - RobotOrchestrator service started
2025-07-28 16:29:05,300 - command_service - INFO - _on_start:134 - Starting Robot command service...
2025-07-28 16:29:05,303 - command_service - INFO - _on_start:139 - Orchestrator available with registered services: {'meca': 'MecaService', 'ot2': 'OT2Service'}
2025-07-28 16:29:05,305 - command_service - INFO - _on_start:144 - Available command processors: ['meca', 'ot2', 'arduino', 'carousel']
2025-07-28 16:29:05,307 - command_service - INFO - _on_start:148 - Robot command service started with command queue processor
2025-07-28 16:29:05,309 - command_service - INFO - start:141 - RobotCommandService service started
2025-07-28 16:29:05,364 - command_service - INFO - _process_command_queue:402 - Command queue processor started
2025-07-28 16:30:55,439 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca']
2025-07-28 16:31:00,454 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca']
2025-07-28 16:31:05,456 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca']
2025-07-28 16:31:10,458 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca']
2025-07-28 16:31:15,462 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca']
2025-07-28 16:31:20,464 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca']
2025-07-28 16:31:25,466 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca']
2025-07-28 16:39:14,910 - command_service - INFO - execute_operation:280 - Starting operation submit_command_1753720754910: submit_command for robot meca
2025-07-28 16:39:14,911 - command_service - INFO - _submit_command:303 - [5752cac0] Submitting command: type=CommandType.PICKUP_SEQUENCE, robot=meca, command_id=cmd_meca_1753720754911
2025-07-28 16:39:14,912 - command_service - INFO - _submit_command:313 - [5752cac0] Robot meca state: RobotState.IDLE, operational: True
2025-07-28 16:39:14,913 - command_service - INFO - _validate_command:398 - [5752cac0] Command cmd_meca_1753720754911 validation passed: start=0, count=5, operation_type=pickup_wafer_sequence, is_last_batch=False
2025-07-28 16:39:14,914 - command_service - INFO - _submit_command:327 - [5752cac0] Adding command cmd_meca_1753720754911 to queue with priority -2
2025-07-28 16:39:14,915 - command_service - INFO - _submit_command:333 - [5752cac0] Command submitted successfully: cmd_meca_1753720754911 for robot meca, queue size: 1
2025-07-28 16:39:14,916 - command_service - INFO - execute_operation:299 - Operation submit_command_1753720754910 completed successfully in 0.01s
2025-07-28 16:39:14,918 - command_service - INFO - _process_command_queue:411 - Dequeued command: cmd_meca_1753720754911 (type: pickup_sequence, robot: meca)
2025-07-28 16:39:14,919 - command_service - INFO - _process_command_queue:419 - Starting execution of command cmd_meca_1753720754911
2025-07-28 16:39:14,920 - command_service - INFO - _execute_command:432 - *** EXECUTING COMMAND cmd_meca_1753720754911 ***
2025-07-28 16:39:14,921 - command_service - INFO - _execute_command:433 - Command details: robot=meca, type=pickup_sequence, params={'start': 0, 'count': 5, 'operation_type': 'pickup_wafer_sequence', 'is_last_batch': False}
2025-07-28 16:39:14,922 - command_service - INFO - _execute_command:440 - Setting robot meca state to BUSY (current state: idle)
2025-07-28 16:39:14,923 - command_service - INFO - _execute_command:451 - Robot meca state updated to BUSY (verified: busy)
2025-07-28 16:39:14,924 - command_service - INFO - _execute_command:457 - Robot type: meca, available processors: ['meca', 'ot2', 'arduino', 'carousel']
2025-07-28 16:39:14,924 - command_service - INFO - _execute_command:462 - Using processor: <bound method RobotCommandService._process_meca_command of <services.command_service.RobotCommandService object at 0x76608ef50fd0>>
2025-07-28 16:39:14,926 - command_service - INFO - _process_meca_command:612 - Processing Meca command: cmd_meca_1753720754911 for robot meca
2025-07-28 16:39:14,926 - command_service - INFO - _process_meca_command:627 - Found Meca service: <services.meca_service.MecaService object at 0x76608ef489a0> for robot meca
2025-07-28 16:39:14,942 - command_service - INFO - _execute_command:478 - Command cmd_meca_1753720754911 completed successfully with result: ServiceResult(success=False, data=None, error='Failed to activate robot meca: Activation failed: Socket was closed', error_code=None, execution_time=0.005746364593505859, metadata={})
2025-07-28 16:39:14,943 - command_service - INFO - _execute_command:487 - Setting robot meca state back to IDLE (current state: busy)
2025-07-28 16:39:14,944 - command_service - INFO - _execute_command:495 - Robot meca state updated to IDLE (verified: idle)
2025-07-28 16:39:16,765 - command_service - INFO - execute_operation:280 - Starting operation submit_command_1753720756765: submit_command for robot meca
2025-07-28 16:39:16,766 - command_service - INFO - _submit_command:303 - [c3389ec8] Submitting command: type=CommandType.PICKUP_SEQUENCE, robot=meca, command_id=cmd_meca_1753720756766
2025-07-28 16:39:16,768 - command_service - INFO - _submit_command:313 - [c3389ec8] Robot meca state: RobotState.IDLE, operational: True
2025-07-28 16:39:16,770 - command_service - INFO - _validate_command:398 - [c3389ec8] Command cmd_meca_1753720756766 validation passed: start=0, count=5, operation_type=pickup_wafer_sequence, is_last_batch=False
2025-07-28 16:39:16,772 - command_service - INFO - _submit_command:327 - [c3389ec8] Adding command cmd_meca_1753720756766 to queue with priority -2
2025-07-28 16:39:16,773 - command_service - INFO - _submit_command:333 - [c3389ec8] Command submitted successfully: cmd_meca_1753720756766 for robot meca, queue size: 1
2025-07-28 16:39:16,775 - command_service - INFO - execute_operation:299 - Operation submit_command_1753720756765 completed successfully in 0.01s
2025-07-28 16:39:16,779 - command_service - INFO - _process_command_queue:411 - Dequeued command: cmd_meca_1753720756766 (type: pickup_sequence, robot: meca)
2025-07-28 16:39:16,781 - command_service - INFO - _process_command_queue:419 - Starting execution of command cmd_meca_1753720756766
2025-07-28 16:39:16,783 - command_service - INFO - _execute_command:432 - *** EXECUTING COMMAND cmd_meca_1753720756766 ***
2025-07-28 16:39:16,784 - command_service - INFO - _execute_command:433 - Command details: robot=meca, type=pickup_sequence, params={'start': 0, 'count': 5, 'operation_type': 'pickup_wafer_sequence', 'is_last_batch': False}
2025-07-28 16:39:16,786 - command_service - INFO - _execute_command:440 - Setting robot meca state to BUSY (current state: idle)
2025-07-28 16:39:16,788 - command_service - INFO - _execute_command:451 - Robot meca state updated to BUSY (verified: busy)
2025-07-28 16:39:16,789 - command_service - INFO - _execute_command:457 - Robot type: meca, available processors: ['meca', 'ot2', 'arduino', 'carousel']
2025-07-28 16:39:16,791 - command_service - INFO - _execute_command:462 - Using processor: <bound method RobotCommandService._process_meca_command of <services.command_service.RobotCommandService object at 0x76608ef50fd0>>
2025-07-28 16:39:16,793 - command_service - INFO - _process_meca_command:612 - Processing Meca command: cmd_meca_1753720756766 for robot meca
2025-07-28 16:39:16,794 - command_service - INFO - _process_meca_command:627 - Found Meca service: <services.meca_service.MecaService object at 0x76608ef489a0> for robot meca
2025-07-28 16:39:16,815 - command_service - INFO - _execute_command:478 - Command cmd_meca_1753720756766 completed successfully with result: ServiceResult(success=False, data=None, error='Failed to activate robot meca: Activation failed: Socket was closed', error_code=None, execution_time=0.0076711177825927734, metadata={})
2025-07-28 16:39:16,817 - command_service - INFO - _execute_command:487 - Setting robot meca state back to IDLE (current state: busy)
2025-07-28 16:39:16,818 - command_service - INFO - _execute_command:495 - Robot meca state updated to IDLE (verified: idle)
2025-07-28 16:39:39,042 - command_service - INFO - execute_operation:280 - Starting operation submit_command_1753720779042: submit_command for robot ot2
2025-07-28 16:39:39,044 - command_service - INFO - _submit_command:303 - [b510e3c6] Submitting command: type=CommandType.PROTOCOL_EXECUTION, robot=ot2, command_id=cmd_ot2_1753720779044
2025-07-28 16:39:39,047 - command_service - INFO - _submit_command:313 - [b510e3c6] Robot ot2 state: RobotState.IDLE, operational: True
2025-07-28 16:39:39,048 - command_service - INFO - _validate_command:398 - [b510e3c6] Command cmd_ot2_1753720779044 validation passed: protocol_name=<not_provided>, volume=<not_provided>, source_well=<not_provided>, dest_well=<not_provided>, source_labware=<not_provided>, dest_labware=<not_provided>, pipette_name=<not_provided>
2025-07-28 16:39:39,051 - command_service - INFO - _submit_command:327 - [b510e3c6] Adding command cmd_ot2_1753720779044 to queue with priority -2
2025-07-28 16:39:39,054 - command_service - INFO - _submit_command:333 - [b510e3c6] Command submitted successfully: cmd_ot2_1753720779044 for robot ot2, queue size: 1
2025-07-28 16:39:39,056 - command_service - INFO - execute_operation:299 - Operation submit_command_1753720779042 completed successfully in 0.01s
2025-07-28 16:39:39,059 - command_service - INFO - _process_command_queue:411 - Dequeued command: cmd_ot2_1753720779044 (type: protocol_execution, robot: ot2)
2025-07-28 16:39:39,060 - command_service - INFO - _process_command_queue:419 - Starting execution of command cmd_ot2_1753720779044
2025-07-28 16:39:39,061 - command_service - INFO - _execute_command:432 - *** EXECUTING COMMAND cmd_ot2_1753720779044 ***
2025-07-28 16:39:39,062 - command_service - INFO - _execute_command:433 - Command details: robot=ot2, type=protocol_execution, params={'trayNumber': '1', 'vialNumber': '1'}
2025-07-28 16:39:39,063 - command_service - INFO - _execute_command:440 - Setting robot ot2 state to BUSY (current state: idle)
2025-07-28 16:39:39,064 - command_service - INFO - _execute_command:451 - Robot ot2 state updated to BUSY (verified: busy)
2025-07-28 16:39:39,065 - command_service - INFO - _execute_command:457 - Robot type: ot2, available processors: ['meca', 'ot2', 'arduino', 'carousel']
2025-07-28 16:39:39,066 - command_service - INFO - _execute_command:462 - Using processor: <bound method RobotCommandService._process_ot2_command of <services.command_service.RobotCommandService object at 0x76608ef50fd0>>
2025-07-28 16:39:39,086 - command_service - INFO - _execute_command:478 - Command cmd_ot2_1753720779044 completed successfully with result: ServiceResult(success=False, data=None, error="[Errno 21] Is a directory: '/app'", error_code='UNKNOWN_ERROR', execution_time=0.0046024322509765625, metadata={})
2025-07-28 16:39:39,087 - command_service - INFO - _execute_command:487 - Setting robot ot2 state back to IDLE (current state: busy)
2025-07-28 16:39:39,088 - command_service - INFO - _execute_command:495 - Robot ot2 state updated to IDLE (verified: idle)
2025-07-28 16:41:37,822 - command_service - INFO - execute_operation:280 - Starting operation submit_command_1753720897822: submit_command for robot meca
2025-07-28 16:41:37,823 - command_service - INFO - _submit_command:303 - [4a5e0108] Submitting command: type=CommandType.PICKUP_SEQUENCE, robot=meca, command_id=cmd_meca_1753720897823
2025-07-28 16:41:37,825 - command_service - INFO - _submit_command:313 - [4a5e0108] Robot meca state: RobotState.IDLE, operational: True
2025-07-28 16:41:37,826 - command_service - INFO - _validate_command:398 - [4a5e0108] Command cmd_meca_1753720897823 validation passed: start=0, count=5, operation_type=pickup_wafer_sequence, is_last_batch=False
2025-07-28 16:41:37,827 - command_service - INFO - _submit_command:327 - [4a5e0108] Adding command cmd_meca_1753720897823 to queue with priority -2
2025-07-28 16:41:37,829 - command_service - INFO - _submit_command:333 - [4a5e0108] Command submitted successfully: cmd_meca_1753720897823 for robot meca, queue size: 1
2025-07-28 16:41:37,830 - command_service - INFO - execute_operation:299 - Operation submit_command_1753720897822 completed successfully in 0.01s
2025-07-28 16:41:37,833 - command_service - INFO - _process_command_queue:411 - Dequeued command: cmd_meca_1753720897823 (type: pickup_sequence, robot: meca)
2025-07-28 16:41:37,834 - command_service - INFO - _process_command_queue:419 - Starting execution of command cmd_meca_1753720897823
2025-07-28 16:41:37,835 - command_service - INFO - _execute_command:432 - *** EXECUTING COMMAND cmd_meca_1753720897823 ***
2025-07-28 16:41:37,836 - command_service - INFO - _execute_command:433 - Command details: robot=meca, type=pickup_sequence, params={'start': 0, 'count': 5, 'operation_type': 'pickup_wafer_sequence', 'is_last_batch': False}
2025-07-28 16:41:37,837 - command_service - INFO - _execute_command:440 - Setting robot meca state to BUSY (current state: idle)
2025-07-28 16:41:37,839 - command_service - INFO - _execute_command:451 - Robot meca state updated to BUSY (verified: busy)
2025-07-28 16:41:37,840 - command_service - INFO - _execute_command:457 - Robot type: meca, available processors: ['meca', 'ot2', 'arduino', 'carousel']
2025-07-28 16:41:37,841 - command_service - INFO - _execute_command:462 - Using processor: <bound method RobotCommandService._process_meca_command of <services.command_service.RobotCommandService object at 0x76608ef50fd0>>
2025-07-28 16:41:37,842 - command_service - INFO - _process_meca_command:612 - Processing Meca command: cmd_meca_1753720897823 for robot meca
2025-07-28 16:41:37,844 - command_service - INFO - _process_meca_command:627 - Found Meca service: <services.meca_service.MecaService object at 0x76608ef489a0> for robot meca
2025-07-28 16:41:37,870 - command_service - INFO - _execute_command:478 - Command cmd_meca_1753720897823 completed successfully with result: ServiceResult(success=False, data=None, error='Failed to activate robot meca: Activation failed: Socket was closed', error_code=None, execution_time=0.008892297744750977, metadata={})
2025-07-28 16:41:37,873 - command_service - INFO - _execute_command:487 - Setting robot meca state back to IDLE (current state: busy)
2025-07-28 16:41:37,875 - command_service - INFO - _execute_command:495 - Robot meca state updated to IDLE (verified: idle)
2025-07-28 16:41:40,634 - command_service - INFO - execute_operation:280 - Starting operation submit_command_1753720900633: submit_command for robot meca
2025-07-28 16:41:40,635 - command_service - INFO - _submit_command:303 - [3bf842ed] Submitting command: type=CommandType.PICKUP_SEQUENCE, robot=meca, command_id=cmd_meca_1753720900635
2025-07-28 16:41:40,636 - command_service - INFO - _submit_command:313 - [3bf842ed] Robot meca state: RobotState.IDLE, operational: True
2025-07-28 16:41:40,637 - command_service - INFO - _validate_command:398 - [3bf842ed] Command cmd_meca_1753720900635 validation passed: start=0, count=5, operation_type=pickup_wafer_sequence, is_last_batch=False
2025-07-28 16:41:40,638 - command_service - INFO - _submit_command:327 - [3bf842ed] Adding command cmd_meca_1753720900635 to queue with priority -2
2025-07-28 16:41:40,639 - command_service - INFO - _submit_command:333 - [3bf842ed] Command submitted successfully: cmd_meca_1753720900635 for robot meca, queue size: 1
2025-07-28 16:41:40,641 - command_service - INFO - execute_operation:299 - Operation submit_command_1753720900633 completed successfully in 0.01s
2025-07-28 16:41:40,643 - command_service - INFO - _process_command_queue:411 - Dequeued command: cmd_meca_1753720900635 (type: pickup_sequence, robot: meca)
2025-07-28 16:41:40,645 - command_service - INFO - _process_command_queue:419 - Starting execution of command cmd_meca_1753720900635
2025-07-28 16:41:40,646 - command_service - INFO - _execute_command:432 - *** EXECUTING COMMAND cmd_meca_1753720900635 ***
2025-07-28 16:41:40,647 - command_service - INFO - _execute_command:433 - Command details: robot=meca, type=pickup_sequence, params={'start': 0, 'count': 5, 'operation_type': 'pickup_wafer_sequence', 'is_last_batch': False}
2025-07-28 16:41:40,648 - command_service - INFO - _execute_command:440 - Setting robot meca state to BUSY (current state: idle)
2025-07-28 16:41:40,649 - command_service - INFO - _execute_command:451 - Robot meca state updated to BUSY (verified: busy)
2025-07-28 16:41:40,650 - command_service - INFO - _execute_command:457 - Robot type: meca, available processors: ['meca', 'ot2', 'arduino', 'carousel']
2025-07-28 16:41:40,652 - command_service - INFO - _execute_command:462 - Using processor: <bound method RobotCommandService._process_meca_command of <services.command_service.RobotCommandService object at 0x76608ef50fd0>>
2025-07-28 16:41:40,653 - command_service - INFO - _process_meca_command:612 - Processing Meca command: cmd_meca_1753720900635 for robot meca
2025-07-28 16:41:40,654 - command_service - INFO - _process_meca_command:627 - Found Meca service: <services.meca_service.MecaService object at 0x76608ef489a0> for robot meca
2025-07-28 16:41:40,677 - command_service - INFO - _execute_command:478 - Command cmd_meca_1753720900635 completed successfully with result: ServiceResult(success=False, data=None, error='Failed to activate robot meca: Activation failed: Socket was closed', error_code=None, execution_time=0.00749659538269043, metadata={})
2025-07-28 16:41:40,680 - command_service - INFO - _execute_command:487 - Setting robot meca state back to IDLE (current state: busy)
2025-07-28 16:41:40,682 - command_service - INFO - _execute_command:495 - Robot meca state updated to IDLE (verified: idle)
2025-07-28 16:41:40,814 - command_service - INFO - execute_operation:280 - Starting operation submit_command_1753720900814: submit_command for robot meca
2025-07-28 16:41:40,816 - command_service - INFO - _submit_command:303 - [a8a27e72] Submitting command: type=CommandType.PICKUP_SEQUENCE, robot=meca, command_id=cmd_meca_1753720900816
